,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charge,tenor_years,total_minutes,avg_price_per_min,total_calls
2397,MD,107,415,347-3406,0,0,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1,76.74000000000001,8,649.0,0.11824345146379046,241
2398,OK,177,408,333-9133,0,0,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0,54.199999999999996,14,521.6,0.10391104294478526,271
2399,SD,121,415,392-2459,0,0,0,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0,50.910000000000004,10,449.9,0.11315847966214716,281
2400,SC,99,510,401-3685,1,1,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,0,56.62,8,602.9,0.09391275501741582,304
2401,NY,126,415,352-7752,1,0,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1,76.03,10,716.3,0.10614267764902975,293
2402,NY,77,415,388-9285,0,1,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1,51.199999999999996,6,475.40000000000003,0.10769877997475809,327
2403,WV,21,415,332-5582,0,0,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,0,43.71999999999999,1,475.0,0.09204210526315788,352
2404,WA,56,408,376-2550,0,0,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1,0,61.71,4,552.2,0.11175298804780875,236
2405,ID,92,415,333-4594,0,1,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1,59.11,7,541.3,0.10920007389617588,364
2406,MN,81,510,375-2522,0,0,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0,59.879999999999995,6,624.4000000000001,0.09590006406149902,315
2407,TX,139,510,388-2240,1,1,31,203.5,82,34.6,200.3,72,17.03,214.0,112,9.63,13.4,6,3.62,1,1,64.88000000000001,11,631.1999999999999,0.10278833967046898,272
2408,AZ,68,415,420-1782,0,0,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0,65.04,5,610.8000000000001,0.10648330058939096,288
2409,DE,183,415,384-8890,0,1,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0,49.42,15,560.8000000000001,0.08812410841654778,351
2410,CO,90,408,371-4788,0,0,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0,0,45.07,7,445.6,0.10114452423698383,355
2411,WI,165,408,360-5636,0,0,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0,60.419999999999995,13,617.3,0.09787785517576543,268
2412,WI,89,415,373-4264,0,0,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1,78.86,7,661.8,0.119159867029314,320
2413,NJ,59,510,352-9836,0,0,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0,0,67.71,4,712.5999999999999,0.09501824305360651,265
2414,IL,16,415,342-2013,1,0,0,110.0,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0,41.519999999999996,1,454.2,0.09141347424042272,246
2415,DC,114,415,354-5689,0,0,0,147.1,119,25.01,161.0,111,13.69,275.9,106,12.42,9.0,3,2.43,5,1,53.550000000000004,9,593.0,0.09030354131534571,339
2416,IA,113,510,335-8427,0,0,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0,59.449999999999996,9,600.0,0.09908333333333333,341
2417,GA,120,408,409-6753,0,0,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,0,41.67,10,440.9,0.09451122703560899,284
2418,AK,115,415,349-1756,0,0,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11.0,5,2.97,0,0,63.58,9,636.9,0.0998272884283247,288
2419,CA,37,510,328-8980,0,0,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1,74.74000000000001,3,717.5,0.1041672473867596,300
2420,MN,100,415,399-2151,1,0,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1,52.550000000000004,8,505.80000000000007,0.1038948200869909,293
2421,CO,132,415,379-9524,0,0,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1,55.93000000000001,11,519.9000000000001,0.10757838045778034,282
2422,KY,38,408,352-9947,0,1,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,0,46.160000000000004,3,481.5,0.09586708203530635,266
2423,SC,1,408,336-1043,0,0,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0,0,45.419999999999995,0,436.9,0.10395971618219271,273
2424,MT,97,415,416-7013,0,1,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,0,45.489999999999995,8,477.69999999999993,0.09522712999790664,339
2425,KY,55,415,345-4551,0,1,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0,45.44,4,498.8,0.09109863672814755,288
2426,WV,75,415,405-9864,0,0,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0,54.10999999999999,6,615.6,0.08789798570500323,356
2427,ID,83,415,350-4297,0,0,0,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2,0,57.160000000000004,6,600.1,0.09525079153474421,278
2428,MN,40,510,350-7114,0,0,0,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6,1,44.349999999999994,3,515.1999999999999,0.08608307453416149,298
2429,MA,101,415,400-4244,0,1,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,0,71.47,8,690.6,0.10348971908485374,272
2430,MD,120,415,417-2608,0,1,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0,56.03,10,591.1,0.0947893757401455,301
2431,SD,183,415,372-2990,0,1,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0,57.150000000000006,15,571.5,0.1,267
2432,PA,75,510,353-9998,0,0,0,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1,52.349999999999994,6,563.6999999999999,0.09286854709952103,330
2433,KY,80,415,330-3008,0,0,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0,65.89999999999999,6,608.2,0.10835251561986187,330
2434,ID,88,415,384-8629,0,0,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,0,41.059999999999995,7,485.90000000000003,0.08450298415311791,324
2435,NY,112,415,404-9504,0,1,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,0,87.03,9,806.1,0.10796427242277633,288
2436,NM,63,510,405-8753,0,0,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0,65.67,5,612.5,0.10721632653061225,341
2437,CA,105,415,409-9911,0,1,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1,56.51,8,688.3999999999999,0.08208890180127834,332
2438,ID,92,415,394-4260,0,0,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,0,65.73,7,642.5,0.1023035019455253,310
2439,WY,177,415,380-9063,0,0,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0,57.09,14,557.8,0.10234851201147366,324
2440,NM,118,510,395-4509,0,0,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0,0,60.400000000000006,9,573.1,0.10539172919211308,373
2441,HI,111,408,401-6671,0,1,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0,55.82,9,544.2,0.10257258360896729,300
2442,ID,82,510,405-7204,0,1,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0,66.73,6,677.2,0.0985380980507974,316
2443,NC,74,415,329-5377,0,0,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11.0,5,2.97,0,0,41.58,6,451.1,0.09217468410551984,308
2444,TX,121,415,408-9572,0,1,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0,76.81,10,679.2000000000002,0.11308892815076559,335
2445,GA,131,408,380-9879,0,0,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0,60.51,10,560.8000000000001,0.10789942938659057,309
2446,AL,125,408,384-9243,0,0,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0,54.660000000000004,10,547.7,0.09979916012415556,340
2447,ME,19,415,404-5597,0,0,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0,58.64999999999999,1,564.1999999999999,0.10395249911378944,335
2448,VA,138,415,359-7521,0,0,0,251.0,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,0,60.55,11,498.2,0.12153753512645524,305
2449,ID,119,415,327-4795,0,0,0,230.4,117,39.17,225.0,101,19.13,198.5,111,8.93,7.6,6,2.05,3,0,69.27999999999999,9,661.5,0.10473167044595615,335
2450,NY,137,510,338-7955,0,0,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0,52.980000000000004,11,608.0,0.08713815789473685,315
2451,NC,182,415,379-6970,0,0,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1,75.52000000000001,15,667.6,0.11312162971839426,336
2452,OH,135,415,351-7807,0,0,0,173.4,107,29.48,222.0,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0,54.940000000000005,11,473.29999999999995,0.11607859708430174,291
2453,HI,134,415,342-9394,0,1,38,214.4,93,36.45,211.7,57,17.99,165.0,79,7.43,10.0,8,2.7,1,0,64.57,11,601.1,0.10741973049409415,237
2454,DC,45,415,384-6264,0,0,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0,50.279999999999994,3,582.3,0.08634724368882019,333
2455,TN,129,408,352-4534,0,0,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0,47.42,10,515.2,0.0920419254658385,374
2456,VT,142,415,378-4617,0,0,0,232.5,74,39.53,181.8,142,15.45,203.1,86,9.14,10.4,6,2.81,4,0,66.93,11,627.8,0.10661038547308062,308
2457,MD,130,415,364-9567,0,1,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0,61.35999999999999,10,624.5,0.09825460368294635,284
2458,LA,163,408,371-5875,0,1,23,224.0,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0,73.53999999999999,13,760.1999999999999,0.09673770060510392,323
2459,HI,105,415,383-6489,0,0,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0,64.85,8,624.0,0.10392628205128204,268
2460,FL,119,415,345-7117,0,0,0,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,0,45.02,9,512.1,0.08791251708650655,283
2461,WY,78,408,384-3902,0,0,0,220.0,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0,64.27,6,599.5999999999999,0.10718812541694464,330
2462,NE,92,415,386-2759,0,0,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,0,55.449999999999996,7,527.8,0.1050587343690792,310
2463,WY,146,415,356-1270,0,1,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,0,58.629999999999995,12,596.0,0.0983724832214765,265
2464,OR,125,408,379-1336,0,1,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,0,39.19,10,426.1,0.09197371509035436,302
2465,IN,88,415,354-7201,0,0,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0,56.65,7,556.0999999999999,0.10187016723610863,266
2466,MD,83,408,404-5057,0,1,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0,44.519999999999996,6,512.4,0.08688524590163935,265
2467,TN,3,510,407-8012,1,0,0,161.0,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0,58.41,0,594.4000000000001,0.09826716016150738,287
2468,WV,152,510,332-6139,1,1,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,1,60.01,12,650.3,0.09228048592957097,306
2469,WA,48,510,328-1373,0,0,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,0,50.27,4,517.3,0.09717765319930409,366
2470,MS,189,415,411-6501,0,0,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0,63.699999999999996,15,604.0,0.10546357615894039,331
2471,OH,95,415,329-8056,0,1,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2.0,0,0,55.050000000000004,7,561.2,0.09809337134711332,313
2472,IN,129,415,415-4564,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1,51.900000000000006,10,519.0,0.1,331
2473,CO,66,408,329-6192,0,1,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,0,60.059999999999995,5,659.8,0.09102758411639891,251
2474,TX,80,510,384-3904,0,1,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0,56.61,6,532.2,0.10636978579481397,300
2475,AK,1,408,373-1028,0,0,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0,54.47,0,562.6999999999999,0.09680113737337837,265
2476,WV,84,408,369-1220,0,0,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0,52.769999999999996,7,562.9,0.09374666903535263,278
2477,MA,96,415,359-9369,0,0,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0,65.66999999999999,8,675.1999999999999,0.09726007109004739,314
2478,TN,123,415,415-3016,0,1,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,0,81.34,10,754.9000000000001,0.10774937077758642,277
2479,ID,116,510,414-7090,1,1,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1,63.16,9,646.0,0.09777089783281734,303
2480,DE,105,415,350-2250,1,0,0,150.0,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,0,64.53,8,704.8,0.09155788876276959,301
2481,VA,80,415,383-9355,0,0,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0,61.58,6,579.3,0.10630070775073365,346
2482,MT,157,408,417-3257,0,0,0,240.2,67,40.83,153.0,98,13.01,249.0,72,11.21,10.2,6,2.75,2,0,67.8,13,652.4000000000001,0.10392397302268545,243
2483,ID,67,510,336-8010,0,1,30,186.2,117,31.65,286.7,76,24.37,164.3,113,7.39,12.9,3,3.48,2,0,66.89,5,650.1,0.10289186279033995,309
2484,IN,141,415,354-7718,0,1,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0,59.74,11,695.5999999999999,0.08588269120184015,342
2485,MD,79,415,358-4412,0,1,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12.0,4,3.24,1,0,77.55999999999999,6,771.8,0.10049235553252137,262
2486,MS,76,408,368-8972,0,0,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0,49.74,6,480.69999999999993,0.10347410027043896,280
2487,WA,111,510,407-9841,0,0,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,0,48.55,9,485.09999999999997,0.10008245722531436,316
2488,OH,94,415,393-5208,0,0,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,0,56.260000000000005,7,551.0000000000001,0.10210526315789473,348
2489,RI,143,408,332-2889,0,0,0,167.8,72,28.53,211.0,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1,56.22,11,542.8,0.10357406042741342,286
2490,AR,109,510,374-5530,0,0,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0,66.8,9,725.2,0.09211252068394925,295
2491,AZ,138,415,332-3381,0,0,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0,49.88999999999999,11,578.9,0.08618068751079633,333
2492,SC,73,415,344-9347,0,0,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,0,57.95,6,554.4000000000001,0.10452741702741701,209
2493,KY,21,415,412-1991,0,0,0,92.6,95,15.74,161.9,70,13.76,285.0,78,12.83,11.3,3,3.05,5,1,45.379999999999995,1,550.8,0.08238925199709514,246
2494,AL,148,415,393-4528,0,1,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,0,65.91,12,561.0,0.11748663101604277,344
2495,NE,103,408,347-2378,0,0,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0,54.31999999999999,8,579.4000000000001,0.09375215740421122,279
2496,MT,143,408,385-2699,0,1,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,0,48.449999999999996,11,495.00000000000006,0.09787878787878786,348
2497,MN,79,408,383-4319,0,1,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,0,33.46,6,403.0,0.0830272952853598,274
2498,NV,89,415,352-7915,0,0,0,134.9,59,22.93,156.0,152,13.26,197.5,112,8.89,10.2,5,2.75,1,0,47.83,7,498.59999999999997,0.09592860008022464,328
2499,CA,120,415,375-5547,0,0,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7.0,13.8,3,3.73,1,0,72.81,10,647.5999999999999,0.11243051266213715,299
2500,UT,121,415,337-2348,0,1,41,215.5,95,36.64,241.8,92,20.55,147.0,108,6.61,9.6,3,2.59,1,0,66.39,10,613.9,0.10814464896562959,298
2501,IL,101,415,342-8702,0,0,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,0,55.38999999999999,8,588.6,0.09410465511382941,270
2502,DC,115,408,393-5802,0,0,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,0,68.92000000000002,9,712.0,0.09679775280898878,309
2503,IN,168,415,384-2219,0,0,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,0,62.220000000000006,14,665.1,0.09354984212900316,309
2504,NM,90,415,347-6164,0,0,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13.0,1,3.51,1,0,50.04,7,458.0,0.10925764192139738,288
2505,MS,70,510,376-9940,0,0,0,147.1,105,25.01,200.0,135,17.0,234.9,65,10.57,12.5,9,3.38,3,0,55.96000000000001,5,594.5,0.0941295206055509,314
2506,VT,138,415,354-4352,0,0,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,0,68.57000000000001,11,630.2,0.1088067280228499,350
2507,VT,43,408,331-8713,0,0,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,0,50.699999999999996,3,541.4,0.09364610269671222,322
2508,UT,117,510,341-3663,0,1,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,0,56.06,9,509.8999999999999,0.1099431261031575,355
2509,KY,108,408,376-4665,0,0,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,0,35.34,9,398.29999999999995,0.08872709013306555,320
2510,VA,118,408,421-9034,0,0,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10.0,1,2.7,2,0,66.92,9,703.7,0.09509734261759271,336
2511,OH,169,408,401-5169,0,0,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,0,47.11,14,458.40000000000003,0.10277050610820243,347
2512,AZ,62,408,370-8262,0,1,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,0,52.16,5,563.1,0.09263008346652458,262
2513,NY,86,510,387-2041,0,0,0,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,0,37.82,7,456.29999999999995,0.08288406749945212,345
2514,VA,44,408,356-4146,0,0,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,0,62.519999999999996,3,585.1,0.10685352931122884,300
2515,MD,111,510,372-8883,0,0,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12.0,2,3.24,5,1,50.67,9,533.9,0.0949054129986889,262
2516,MA,127,510,336-1880,0,1,19,129.7,115,22.05,160.8,101,13.67,265.0,63,11.93,12.2,3,3.29,2,0,50.94,10,567.7,0.08973049145675532,282
2517,IL,151,415,347-5843,1,0,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,0,67.63,12,702.4999999999999,0.09627046263345197,306
2518,LA,53,415,370-8023,0,0,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,0,56.050000000000004,4,595.4,0.09413839435673498,298
2519,MO,15,415,417-9814,0,0,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,0,48.33,1,520.9,0.09278172393933577,268
2520,DC,123,408,387-3422,0,1,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,0,54.330000000000005,10,599.3,0.0906557650592358,319
2521,PA,137,415,365-1664,0,0,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,0,60.74,11,560.3000000000001,0.10840621095841513,327
2522,TN,106,415,367-2436,0,0,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,0,50.85,8,553.9,0.09180357465246435,351
2523,NJ,88,510,344-6258,0,0,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,0,49.59,7,523.2,0.09478211009174312,290
2524,VA,106,415,353-8928,0,0,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,0,72.55,8,703.8999999999999,0.10306861770137805,303
2525,TN,95,510,365-7784,0,0,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0,64.96,7,662.0,0.09812688821752265,271
2526,NJ,57,510,330-2635,1,0,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,1,42.71,4,488.7,0.08739512993656641,237
2527,WA,184,408,344-3131,0,0,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,0,54.81,15,572.4,0.09575471698113208,289
2528,AR,109,510,378-4294,0,0,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,0,63.410000000000004,9,726.3,0.08730552113451742,262
2529,WI,127,415,343-9365,0,0,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,0,61.589999999999996,10,582.3000000000001,0.10577022153529107,359
2530,WA,82,510,362-5579,0,0,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,0,71.02,6,629.3,0.11285555378992532,323
2531,RI,180,415,366-7616,0,0,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,0,50.72,15,518.1,0.09789615904265585,338
2532,ME,174,415,397-2870,0,0,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,0,65.7,14,670.8000000000001,0.0979427549194991,274
2533,CO,92,415,408-3262,0,0,0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1,67.77,7,698.5,0.09702219040801717,259
2534,CO,81,408,372-9091,0,0,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18.0,2,4.86,1,0,50.42,6,510.5,0.09876591576885407,316
2535,RI,125,408,410-3159,0,0,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1,43.12,10,447.99999999999994,0.09625,281
2536,CT,119,408,344-5181,0,0,0,294.2,100,50.01,232.5,53,19.76,195.0,64,8.78,9.0,1,2.43,0,1,80.98,9,730.7,0.11082523607499657,218
2537,NC,122,415,396-8662,0,0,0,215.6,86,36.65,167.8,59,14.26,207.0,67,9.32,6.4,8,1.73,3,0,61.959999999999994,10,596.8,0.10382037533512065,220
2538,WY,34,408,339-6446,0,0,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14.0,7,3.78,1,0,52.510000000000005,2,553.6,0.09485187861271677,283
2539,OR,138,415,384-7236,1,1,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,1,73.36,11,712.4000000000001,0.10297585626052778,335
2540,FL,90,415,353-5257,0,1,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,0,39.43,7,452.6,0.08711886875828545,297
2541,KY,73,408,369-7295,0,0,0,94.9,121,16.13,253.2,83,21.52,175.1,86,7.88,14.2,2,3.83,2,0,49.36,6,537.4000000000001,0.09184964644585038,292
2542,SC,19,510,408-5322,0,0,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,1,77.48,1,713.8999999999999,0.10853060652752489,358
2543,WA,120,408,344-9620,0,1,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0,71.42999999999999,10,700.0,0.10204285714285713,280
2544,MT,160,415,329-8436,0,0,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,0,54.42,13,634.1000000000001,0.08582242548493926,248
2545,PA,141,510,414-6739,0,0,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,0,52.31,11,563.4000000000001,0.09284700035498757,363
2546,MA,90,408,406-1730,0,0,0,157.9,72,26.84,234.0,93,19.89,210.0,86,9.45,12.2,5,3.29,2,0,59.470000000000006,7,614.1,0.09684090539000163,256
2547,VT,72,415,336-9327,0,0,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,0,57.06000000000001,6,617.0,0.09247974068071314,310
2548,MN,117,408,378-7418,0,1,21,153.2,112,26.04,263.3,110,22.38,135.0,85,6.08,11.9,7,3.21,1,0,57.71,9,563.4,0.1024316648917288,314
2549,IL,79,408,412-6019,1,0,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,0,57.81000000000001,6,671.1,0.08614215467143496,373
2550,AR,87,408,390-4789,0,0,0,185.8,119,31.59,192.3,83,16.35,200.0,96,9.0,6.6,4,1.78,1,0,58.72,7,584.7,0.10042756969386009,302
2551,MD,102,415,386-9774,0,0,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,0,61.61999999999999,8,640.1,0.09626620840493672,270
